,age_group_id,location_name,location_id,modelable_entity_name,modelable_entity_id,mean,population,sex_id,year_id
3115,27,Hungary,48,Diet high in processed meat (g/day),2435,4.437995662458724,3904777.5028514075,2,2016
1557,27,Hungary,48,Diet high in processed meat (g/day),2435,5.070894640473772,7265643.781115881,3,2016
3494,27,Hungary,48,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05542073503155434,3360866.2782644737,1,2016
3495,27,Hungary,48,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05414273766775128,3904777.5028514075,2,2016
1747,27,Hungary,48,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05473390045705292,7265643.781115881,3,2016
3874,27,Hungary,48,Diet high in red meat (g/day),2437,52.52636885624639,3360866.2782644737,1,2016
3875,27,Hungary,48,Diet high in red meat (g/day),2437,32.62709018113283,3904777.5028514075,2,2016
1937,27,Hungary,48,Diet high in red meat (g/day),2437,41.83189249126,7265643.781115881,3,2016
4254,27,Hungary,48,Diet high in sodium (g/day),2438,5.425060474673118,3360866.2782644737,1,2016
4255,27,Hungary,48,Diet high in sodium (g/day),2438,4.07756959069254,3904777.5028514075,2,2016
2127,27,Hungary,48,Diet high in sodium (g/day),2438,4.70087797308389,7265643.781115881,3,2016
4634,27,Hungary,48,Diet high in saturated fatty acids (% energy/day),2439,0.10145706523012055,3360866.2782644737,1,2016
4635,27,Hungary,48,Diet high in saturated fatty acids (% energy/day),2439,0.101491112138357,3904777.5028514075,2,2016
2317,27,Hungary,48,Diet high in saturated fatty acids (% energy/day),2439,0.10147536307203635,7265643.781115881,3,2016
5014,27,Hungary,48,Diet high in sugar-sweetened beverages (g/day),2440,103.32167464705664,3360866.2782644737,1,2016
5015,27,Hungary,48,Diet high in sugar-sweetened beverages (g/day),2440,74.99866824074753,3904777.5028514075,2,2016
2507,27,Hungary,48,Diet high in sugar-sweetened beverages (g/day),2440,88.10003131299732,7265643.781115881,3,2016
5394,27,Hungary,48,Diet high in trans fatty acids (% energy/day),2441,0.004625675508632517,3360866.2782644737,1,2016
5395,27,Hungary,48,Diet high in trans fatty acids (% energy/day),2441,0.005613250816692376,3904777.5028514075,2,2016
2697,27,Hungary,48,Diet high in trans fatty acids (% energy/day),2441,0.005156428455165141,7265643.781115881,3,2016
5774,27,Hungary,48,Diet low in vegetables (g/day),2442,275.0307205849197,3360866.2782644737,1,2016
5775,27,Hungary,48,Diet low in vegetables (g/day),2442,263.4294739501207,3904777.5028514075,2,2016
2887,27,Hungary,48,Diet low in vegetables (g/day),2442,268.79585850947177,7265643.781115881,3,2016
76,27,Macedonia,49,Diet low in calcium (g/day),2427,0.7270652762586807,764816.177025228,1,2016
77,27,Macedonia,49,Diet low in calcium (g/day),2427,0.6478836024433635,769239.3855644594,2,2016
38,27,Macedonia,49,Diet low in calcium (g/day),2427,0.6873602853841413,1534055.5625896873,3,2016
456,27,Macedonia,49,Diet low in fiber (g/day),2428,13.912782397126053,764816.177025228,1,2016
457,27,Macedonia,49,Diet low in fiber (g/day),2428,11.69779531674594,769239.3855644594,2,2016
228,27,Macedonia,49,Diet low in fiber (g/day),2428,12.802095573065733,1534055.5625896873,3,2016
836,27,Macedonia,49,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05468594823735815,764816.177025228,1,2016
837,27,Macedonia,49,Diet low in seafood omega-3 fatty acids (g/day),2429,0.046399906608977956,769239.3855644594,2,2016
418,27,Macedonia,49,Diet low in seafood omega-3 fatty acids (g/day),2429,0.050530981672642174,1534055.5625896873,3,2016
1216,27,Macedonia,49,Diet low in fruits (g/day),2430,119.55424414616908,764816.177025228,1,2016
1217,27,Macedonia,49,Diet low in fruits (g/day),2430,135.49894236836937,769239.3855644594,2,2016
608,27,Macedonia,49,Diet low in fruits (g/day),2430,127.54958027516214,1534055.5625896873,3,2016
1596,27,Macedonia,49,Diet low in whole grains (g/day),2431,22.637599246247884,764816.177025228,1,2016
1597,27,Macedonia,49,Diet low in whole grains (g/day),2431,18.193897381172718,769239.3855644594,2,2016
798,27,Macedonia,49,Diet low in whole grains (g/day),2431,20.40934195512893,1534055.5625896873,3,2016
1976,27,Macedonia,49,Diet low in legumes (g/day),2432,41.788550297748735,764816.177025228,1,2016
1977,27,Macedonia,49,Diet low in legumes (g/day),2432,35.33202140756145,769239.3855644594,2,2016
988,27,Macedonia,49,Diet low in legumes (g/day),2432,38.55097765860485,1534055.5625896873,3,2016
2356,27,Macedonia,49,Diet low in milk (g/day),2433,128.54389191224863,764816.177025228,1,2016
2357,27,Macedonia,49,Diet low in milk (g/day),2433,126.79279350548116,769239.3855644594,2,2016
1178,27,Macedonia,49,Diet low in milk (g/day),2433,127.66581820010045,1534055.5625896873,3,2016
2736,27,Macedonia,49,Diet low in nuts and seeds (g/day),2434,3.8063876078323733,764816.177025228,1,2016
2737,27,Macedonia,49,Diet low in nuts and seeds (g/day),2434,3.664027747532287,769239.3855644594,2,2016
1368,27,Macedonia,49,Diet low in nuts and seeds (g/day),2434,3.735002441521047,1534055.5625896873,3,2016
3116,27,Macedonia,49,Diet high in processed meat (g/day),2435,5.057299963035241,764816.177025228,1,2016
3117,27,Macedonia,49,Diet high in processed meat (g/day),2435,3.836676572907175,769239.3855644594,2,2016
1558,27,Macedonia,49,Diet high in processed meat (g/day),2435,4.445228529949306,1534055.5625896873,3,2016
3496,27,Macedonia,49,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04838393733891348,764816.177025228,1,2016
3497,27,Macedonia,49,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04692516390653418,769239.3855644594,2,2016
1748,27,Macedonia,49,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04765244755056001,1534055.5625896873,3,2016
3876,27,Macedonia,49,Diet high in red meat (g/day),2437,25.030674194825245,764816.177025228,1,2016
3877,27,Macedonia,49,Diet high in red meat (g/day),2437,16.32259426931824,769239.3855644594,2,2016
1938,27,Macedonia,49,Diet high in red meat (g/day),2437,20.66408004093743,1534055.5625896873,3,2016
4256,27,Macedonia,49,Diet high in sodium (g/day),2438,5.122755026389487,764816.177025228,1,2016
4257,27,Macedonia,49,Diet high in sodium (g/day),2438,4.1615385432317495,769239.3855644594,2,2016
2128,27,Macedonia,49,Diet high in sodium (g/day),2438,4.640761026347875,1534055.5625896873,3,2016
4636,27,Macedonia,49,Diet high in saturated fatty acids (% energy/day),2439,0.0755540066784506,764816.177025228,1,2016
4637,27,Macedonia,49,Diet high in saturated fatty acids (% energy/day),2439,0.07579039155250228,769239.3855644594,2,2016
2318,27,Macedonia,49,Diet high in saturated fatty acids (% energy/day),2439,0.07567253990482559,1534055.5625896873,3,2016
5016,27,Macedonia,49,Diet high in sugar-sweetened beverages (g/day),2440,120.18633354644396,764816.177025228,1,2016
5017,27,Macedonia,49,Diet high in sugar-sweetened beverages (g/day),2440,86.90681026644562,769239.3855644594,2,2016
2508,27,Macedonia,49,Diet high in sugar-sweetened beverages (g/day),2440,103.49859376434115,1534055.5625896873,3,2016
5396,27,Macedonia,49,Diet high in trans fatty acids (% energy/day),2441,0.003097333392243495,764816.177025228,1,2016
5397,27,Macedonia,49,Diet high in trans fatty acids (% energy/day),2441,0.0037503594189516863,769239.3855644594,2,2016
2698,27,Macedonia,49,Diet high in trans fatty acids (% energy/day),2441,0.0034247878546454984,1534055.5625896873,3,2016
5776,27,Macedonia,49,Diet low in vegetables (g/day),2442,326.7831078937878,764816.177025228,1,2016
5777,27,Macedonia,49,Diet low in vegetables (g/day),2442,303.1108851904912,769239.3855644594,2,2016
2888,27,Macedonia,49,Diet low in vegetables (g/day),2442,314.91286897200547,1534055.5625896873,3,2016
78,27,Montenegro,50,Diet low in calcium (g/day),2427,0.7083922616319718,207134.83162342935,1,2016
79,27,Montenegro,50,Diet low in calcium (g/day),2427,0.6336283089024055,221764.5065769452,2,2016
39,27,Montenegro,50,Diet low in calcium (g/day),2427,0.6697351931543599,428899.3382003745,3,2016
458,27,Montenegro,50,Diet low in fiber (g/day),2428,12.55988267972043,207134.83162342935,1,2016
459,27,Montenegro,50,Diet low in fiber (g/day),2428,10.552448058149206,221764.5065769452,2,2016
229,27,Montenegro,50,Diet low in fiber (g/day),2428,11.521928762127207,428899.3382003745,3,2016
838,27,Montenegro,50,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05901834914100336,207134.83162342935,1,2016
839,27,Montenegro,50,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05001831208839591,221764.5065769452,2,2016
419,27,Montenegro,50,Diet low in seafood omega-3 fatty acids (g/day),2429,0.054364835837578146,428899.3382003745,3,2016
1218,27,Montenegro,50,Diet low in fruits (g/day),2430,152.13211642600268,207134.83162342935,1,2016
1219,27,Montenegro,50,Diet low in fruits (g/day),2430,175.2945194852579,221764.5065769452,2,2016
609,27,Montenegro,50,Diet low in fruits (g/day),2430,164.10835053987378,428899.3382003745,3,2016
1598,27,Montenegro,50,Diet low in whole grains (g/day),2431,22.317997005179503,207134.83162342935,1,2016
1599,27,Montenegro,50,Diet low in whole grains (g/day),2431,17.857356534891842,221764.5065769452,2,2016
799,27,Montenegro,50,Diet low in whole grains (g/day),2431,20.01160097048021,428899.3382003745,3,2016
1978,27,Montenegro,50,Diet low in legumes (g/day),2432,26.77553028988328,207134.83162342935,1,2016
1979,27,Montenegro,50,Diet low in legumes (g/day),2432,22.713061198400478,221764.5065769452,2,2016
989,27,Montenegro,50,Diet low in legumes (g/day),2432,24.67501071963418,428899.3382003745,3,2016
2358,27,Montenegro,50,Diet low in milk (g/day),2433,292.4836561734565,207134.83162342935,1,2016
2359,27,Montenegro,50,Diet low in milk (g/day),2433,278.65795205218905,221764.5065769452,2,2016
1179,27,Montenegro,50,Diet low in milk (g/day),2433,285.33500804218033,428899.3382003745,3,2016
2738,27,Montenegro,50,Diet low in nuts and seeds (g/day),2434,2.371930465233255,207134.83162342935,1,2016
2739,27,Montenegro,50,Diet low in nuts and seeds (g/day),2434,2.301450174767298,221764.5065769452,2,2016
1369,27,Montenegro,50,Diet low in nuts and seeds (g/day),2434,2.3354882853404977,428899.3382003745,3,2016
3118,27,Montenegro,50,Diet high in processed meat (g/day),2435,2.942821086496476,207134.83162342935,1,2016
3119,27,Montenegro,50,Diet high in processed meat (g/day),2435,2.2291442905296592,221764.5065769452,2,2016
1559,27,Montenegro,50,Diet high in processed meat (g/day),2435,2.573810998541861,428899.3382003745,3,2016
3498,27,Montenegro,50,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.039626847741847646,207134.83162342935,1,2016
3499,27,Montenegro,50,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.03851720874987959,221764.5065769452,2,2016
1749,27,Montenegro,50,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.03905310345824754,428899.3382003745,3,2016
3878,27,Montenegro,50,Diet high in red meat (g/day),2437,54.646505185626275,207134.83162342935,1,2016
3879,27,Montenegro,50,Diet high in red meat (g/day),2437,33.13813281365644,221764.5065769452,2,2016
1939,27,Montenegro,50,Diet high in red meat (g/day),2437,43.52549575167205,428899.3382003745,3,2016
4258,27,Montenegro,50,Diet high in sodium (g/day),2438,5.106834437898356,207134.83162342935,1,2016
4259,27,Montenegro,50,Diet high in sodium (g/day),2438,4.159467592141268,221764.5065769452,2,2016
2129,27,Montenegro,50,Diet high in sodium (g/day),2438,4.616993763444982,428899.3382003745,3,2016
4638,27,Montenegro,50,Diet high in saturated fatty acids (% energy/day),2439,0.08170318978789531,207134.83162342935,1,2016
4639,27,Montenegro,50,Diet high in saturated fatty acids (% energy/day),2439,0.08196099383579615,221764.5065769452,2,2016
2319,27,Montenegro,50,Diet high in saturated fatty acids (% energy/day),2439,0.08183648863539682,428899.3382003745,3,2016
5018,27,Montenegro,50,Diet high in sugar-sweetened beverages (g/day),2440,113.87516679969963,207134.83162342935,1,2016
5019,27,Montenegro,50,Diet high in sugar-sweetened beverages (g/day),2440,82.57782635769878,221764.5065769452,2,2016
2509,27,Montenegro,50,Diet high in sugar-sweetened beverages (g/day),2440,97.6927234100378,428899.3382003745,3,2016
5398,27,Montenegro,50,Diet high in trans fatty acids (% energy/day),2441,0.0037052907100579677,207134.83162342935,1,2016
5399,27,Montenegro,50,Diet high in trans fatty acids (% energy/day),2441,0.004481719739812466,221764.5065769452,2,2016
2699,27,Montenegro,50,Diet high in trans fatty acids (% energy/day),2441,0.0041067471482935545,428899.3382003745,3,2016
5778,27,Montenegro,50,Diet low in vegetables (g/day),2442,433.5871380685766,207134.83162342935,1,2016
5779,27,Montenegro,50,Diet low in vegetables (g/day),2442,395.3360480889485,221764.5065769452,2,2016
2889,27,Montenegro,50,Diet low in vegetables (g/day),2442,413.80922437219425,428899.3382003745,3,2016
80,27,Poland,51,Diet low in calcium (g/day),2427,0.720166315365905,13430161.917155564,1,2016
81,27,Poland,51,Diet low in calcium (g/day),2427,0.6448158354041726,14915152.948564228,2,2016
40,27,Poland,51,Diet low in calcium (g/day),2427,0.6805172961646353,28345314.86571979,3,2016
460,27,Poland,51,Diet low in fiber (g/day),2428,15.091666052936421,13430161.917155564,1,2016
461,27,Poland,51,Diet low in fiber (g/day),2428,12.757791808342844,14915152.948564228,2,2016
230,27,Poland,51,Diet low in fiber (g/day),2428,13.863593918767732,28345314.86571979,3,2016
840,27,Poland,51,Diet low in seafood omega-3 fatty acids (g/day),2429,0.0865453505384586,13430161.917155564,1,2016
841,27,Poland,51,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07342412141586911,14915152.948564228,2,2016
420,27,Poland,51,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07964103001269655,28345314.86571979,3,2016
1220,27,Poland,51,Diet low in fruits (g/day),2430,70.95043297287097,13430161.917155564,1,2016
1221,27,Poland,51,Diet low in fruits (g/day),2430,80.93465651620416,14915152.948564228,2,2016
610,27,Poland,51,Diet low in fruits (g/day),2430,76.20407795536389,28345314.86571979,3,2016
1600,27,Poland,51,Diet low in whole grains (g/day),2431,21.55644694663432,13430161.917155564,1,2016
1601,27,Poland,51,Diet low in whole grains (g/day),2431,16.60913814830079,14915152.948564228,2,2016
800,27,Poland,51,Diet low in whole grains (g/day),2431,18.953199540123343,28345314.86571979,3,2016
1980,27,Poland,51,Diet low in legumes (g/day),2432,12.8483837221612,13430161.917155564,1,2016
1981,27,Poland,51,Diet low in legumes (g/day),2432,10.491096056745382,14915152.948564228,2,2016
990,27,Poland,51,Diet low in legumes (g/day),2432,11.607991571288968,28345314.86571979,3,2016
2360,27,Poland,51,Diet low in milk (g/day),2433,107.67664215795863,13430161.917155564,1,2016
2361,27,Poland,51,Diet low in milk (g/day),2433,105.22719422538826,14915152.948564228,2,2016
1180,27,Poland,51,Diet low in milk (g/day),2433,106.38775576784784,28345314.86571979,3,2016
2740,27,Poland,51,Diet low in nuts and seeds (g/day),2434,1.220064517772276,13430161.917155564,1,2016
2741,27,Poland,51,Diet low in nuts and seeds (g/day),2434,1.1658218273890177,14915152.948564228,2,2016
1370,27,Poland,51,Diet low in nuts and seeds (g/day),2434,1.1915223044562284,28345314.86571979,3,2016
3120,27,Poland,51,Diet high in processed meat (g/day),2435,3.8165767285149346,13430161.917155564,1,2016
3121,27,Poland,51,Diet high in processed meat (g/day),2435,2.905362700729694,14915152.948564228,2,2016
1560,27,Poland,51,Diet high in processed meat (g/day),2435,3.3371007848650494,28345314.86571979,3,2016
3500,27,Poland,51,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.028905111871086096,13430161.917155564,1,2016
3501,27,Poland,51,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.028031583865259637,14915152.948564228,2,2016
1750,27,Poland,51,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.02844546611045591,28345314.86571979,3,2016
3880,27,Poland,51,Diet high in red meat (g/day),2437,63.76897215507516,13430161.917155564,1,2016
3881,27,Poland,51,Diet high in red meat (g/day),2437,39.69241557127293,14915152.948564228,2,2016
1940,27,Poland,51,Diet high in red meat (g/day),2437,51.100016963596026,28345314.86571979,3,2016
4260,27,Poland,51,Diet high in sodium (g/day),2438,5.211715400438781,13430161.917155564,1,2016
4261,27,Poland,51,Diet high in sodium (g/day),2438,3.9073680021998,14915152.948564228,2,2016
2130,27,Poland,51,Diet high in sodium (g/day),2438,4.525374781717197,28345314.86571979,3,2016
4640,27,Poland,51,Diet high in saturated fatty acids (% energy/day),2439,0.0820421619950674,13430161.917155564,1,2016
4641,27,Poland,51,Diet high in saturated fatty acids (% energy/day),2439,0.08291257616336488,14915152.948564228,2,2016
2320,27,Poland,51,Diet high in saturated fatty acids (% energy/day),2439,0.08250016927105835,28345314.86571979,3,2016
5020,27,Poland,51,Diet high in sugar-sweetened beverages (g/day),2440,121.95182932249885,13430161.917155564,1,2016
5021,27,Poland,51,Diet high in sugar-sweetened beverages (g/day),2440,88.2521663904094,14915152.948564228,2,2016
2510,27,Poland,51,Diet high in sugar-sweetened beverages (g/day),2440,104.219247083483,28345314.86571979,3,2016
5400,27,Poland,51,Diet high in trans fatty acids (% energy/day),2441,0.002547164356891037,13430161.917155564,1,2016
5401,27,Poland,51,Diet high in trans fatty acids (% energy/day),2441,0.00310176465841438,14915152.948564228,2,2016
2700,27,Poland,51,Diet high in trans fatty acids (% energy/day),2441,0.0028389920667516323,28345314.86571979,3,2016
5780,27,Poland,51,Diet low in vegetables (g/day),2442,259.1210830624915,13430161.917155564,1,2016
5781,27,Poland,51,Diet low in vegetables (g/day),2442,247.24562752339884,14915152.948564228,2,2016
2890,27,Poland,51,Diet low in vegetables (g/day),2442,252.87228192768205,28345314.86571979,3,2016
82,27,Romania,52,Diet low in calcium (g/day),2427,1.0570137114602263,6889534.249493926,1,2016
83,27,Romania,52,Diet low in calcium (g/day),2427,0.9439837218027867,7534097.640727313,2,2016
41,27,Romania,52,Diet low in calcium (g/day),2427,0.9979731740358837,14423631.890221238,3,2016
462,27,Romania,52,Diet low in fiber (g/day),2428,15.266014083955836,6889534.249493926,1,2016
463,27,Romania,52,Diet low in fiber (g/day),2428,12.830441726163967,7534097.640727313,2,2016
231,27,Romania,52,Diet low in fiber (g/day),2428,13.993807465378657,14423631.890221238,3,2016
842,27,Romania,52,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05411650897914304,6889534.249493926,1,2016
843,27,Romania,52,Diet low in seafood omega-3 fatty acids (g/day),2429,0.045969956945716865,7534097.640727313,2,2016
421,27,Romania,52,Diet low in seafood omega-3 fatty acids (g/day),2429,0.049861206367273835,14423631.890221238,3,2016
1222,27,Romania,52,Diet low in fruits (g/day),2430,87.45036947159507,6889534.249493926,1,2016
1223,27,Romania,52,Diet low in fruits (g/day),2430,99.30440305100204,7534097.640727313,2,2016
611,27,Romania,52,Diet low in fruits (g/day),2430,93.64225284073883,14423631.890221238,3,2016
1602,27,Romania,52,Diet low in whole grains (g/day),2431,22.04010577965427,6889534.249493926,1,2016
1603,27,Romania,52,Diet low in whole grains (g/day),2431,17.329656467103096,7534097.640727313,2,2016
801,27,Romania,52,Diet low in whole grains (g/day),2431,19.579630822821947,14423631.890221238,3,2016
1982,27,Romania,52,Diet low in legumes (g/day),2432,12.04219269848455,6889534.249493926,1,2016
1983,27,Romania,52,Diet low in legumes (g/day),2432,9.657549145814423,7534097.640727313,2,2016
991,27,Romania,52,Diet low in legumes (g/day),2432,10.796588435918194,14423631.890221238,3,2016
2362,27,Romania,52,Diet low in milk (g/day),2433,96.65462439769377,6889534.249493926,1,2016
2363,27,Romania,52,Diet low in milk (g/day),2433,90.89254269890571,7534097.640727313,2,2016
1181,27,Romania,52,Diet low in milk (g/day),2433,93.64483556899044,14423631.890221238,3,2016
2742,27,Romania,52,Diet low in nuts and seeds (g/day),2434,1.8667389084047261,6889534.249493926,1,2016
2743,27,Romania,52,Diet low in nuts and seeds (g/day),2434,1.7910857764340755,7534097.640727313,2,2016
1371,27,Romania,52,Diet low in nuts and seeds (g/day),2434,1.8272219484994934,14423631.890221238,3,2016
3122,27,Romania,52,Diet high in processed meat (g/day),2435,6.1495479325980265,6889534.249493926,1,2016
3123,27,Romania,52,Diet high in processed meat (g/day),2435,4.694146311078899,7534097.640727313,2,2016
1561,27,Romania,52,Diet high in processed meat (g/day),2435,5.389327621482629,14423631.890221238,3,2016
3502,27,Romania,52,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.03667890003143698,6889534.249493926,1,2016
3503,27,Romania,52,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.035454801498943506,7534097.640727313,2,2016
1751,27,Romania,52,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.03603949950209254,14423631.890221238,3,2016
3882,27,Romania,52,Diet high in red meat (g/day),2437,62.38304866935014,6889534.249493926,1,2016
3883,27,Romania,52,Diet high in red meat (g/day),2437,38.274494575464004,7534097.640727313,2,2016
1941,27,Romania,52,Diet high in red meat (g/day),2437,49.790089981653885,14423631.890221238,3,2016
4262,27,Romania,52,Diet high in sodium (g/day),2438,5.1105737823414,6889534.249493926,1,2016
4263,27,Romania,52,Diet high in sodium (g/day),2438,4.167949452162384,7534097.640727313,2,2016
2131,27,Romania,52,Diet high in sodium (g/day),2438,4.618199614992558,14423631.890221238,3,2016
4642,27,Romania,52,Diet high in saturated fatty acids (% energy/day),2439,0.07007031326235677,6889534.249493926,1,2016
4643,27,Romania,52,Diet high in saturated fatty acids (% energy/day),2439,0.07019134330291643,7534097.640727313,2,2016
2321,27,Romania,52,Diet high in saturated fatty acids (% energy/day),2439,0.07013353257840545,14423631.890221238,3,2016
5022,27,Romania,52,Diet high in sugar-sweetened beverages (g/day),2440,103.95294978952528,6889534.249493926,1,2016
5023,27,Romania,52,Diet high in sugar-sweetened beverages (g/day),2440,75.66046615878346,7534097.640727313,2,2016
2511,27,Romania,52,Diet high in sugar-sweetened beverages (g/day),2440,89.174540593073,14423631.890221238,3,2016
5402,27,Romania,52,Diet high in trans fatty acids (% energy/day),2441,0.003703144123916427,6889534.249493926,1,2016
5403,27,Romania,52,Diet high in trans fatty acids (% energy/day),2441,0.004500005320642351,7534097.640727313,2,2016
2701,27,Romania,52,Diet high in trans fatty acids (% energy/day),2441,0.004119379792431386,14423631.890221238,3,2016
5782,27,Romania,52,Diet low in vegetables (g/day),2442,404.60332182015594,6889534.249493926,1,2016
5783,27,Romania,52,Diet low in vegetables (g/day),2442,387.7192532173349,7534097.640727313,2,2016
2891,27,Romania,52,Diet low in vegetables (g/day),2442,395.78402981419225,14423631.890221238,3,2016
84,27,Serbia,53,Diet low in calcium (g/day),2427,0.6458301340864621,3039583.6247769524,1,2016
85,27,Serbia,53,Diet low in calcium (g/day),2427,0.5780325567838722,3237614.8863762417,2,2016
42,27,Serbia,53,Diet low in calcium (g/day),2427,0.6108619161553098,6277198.511153194,3,2016
464,27,Serbia,53,Diet low in fiber (g/day),2428,12.231706292530614,3039583.6247769524,1,2016
465,27,Serbia,53,Diet low in fiber (g/day),2428,10.282495994035418,3237614.8863762417,2,2016
232,27,Serbia,53,Diet low in fiber (g/day),2428,11.22635457904361,6277198.511153194,3,2016
844,27,Serbia,53,Diet low in seafood omega-3 fatty acids (g/day),2429,0.06635231019071733,3039583.6247769524,1,2016
845,27,Serbia,53,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05633713846977375,3237614.8863762417,2,2016
422,27,Serbia,53,Diet low in seafood omega-3 fatty acids (g/day),2429,0.06118674644508641,6277198.511153194,3,2016
1224,27,Serbia,53,Diet low in fruits (g/day),2430,91.09863164209236,3039583.6247769524,1,2016
1225,27,Serbia,53,Diet low in fruits (g/day),2430,104.17036358196782,3237614.8863762417,2,2016
612,27,Serbia,53,Diet low in fruits (g/day),2430,97.84068924056803,6277198.511153194,3,2016
1604,27,Serbia,53,Diet low in whole grains (g/day),2431,22.59878148534374,3039583.6247769524,1,2016
1605,27,Serbia,53,Diet low in whole grains (g/day),2431,18.188374612292414,3237614.8863762417,2,2016
802,27,Serbia,53,Diet low in whole grains (g/day),2431,20.32400892210616,6277198.511153194,3,2016
1984,27,Serbia,53,Diet low in legumes (g/day),2432,46.99482425290961,3039583.6247769524,1,2016
1985,27,Serbia,53,Diet low in legumes (g/day),2432,39.63508289759272,3237614.8863762417,2,2016
992,27,Serbia,53,Diet low in legumes (g/day),2432,43.19886206858236,6277198.511153194,3,2016
2364,27,Serbia,53,Diet low in milk (g/day),2433,89.46398809553052,3039583.6247769524,1,2016
2365,27,Serbia,53,Diet low in milk (g/day),2433,85.41662763173363,3237614.8863762417,2,2016
1182,27,Serbia,53,Diet low in milk (g/day),2433,87.37646537901345,6277198.511153194,3,2016
2744,27,Serbia,53,Diet low in nuts and seeds (g/day),2434,2.190738336101575,3039583.6247769524,1,2016
2745,27,Serbia,53,Diet low in nuts and seeds (g/day),2434,2.0970097999154276,3237614.8863762417,2,2016
1372,27,Serbia,53,Diet low in nuts and seeds (g/day),2434,2.14239560749496,6277198.511153194,3,2016
3124,27,Serbia,53,Diet high in processed meat (g/day),2435,2.1184154726491236,3039583.6247769524,1,2016
3125,27,Serbia,53,Diet high in processed meat (g/day),2435,1.6296277736941254,3237614.8863762417,2,2016
1562,27,Serbia,53,Diet high in processed meat (g/day),2435,1.866311555973153,6277198.511153194,3,2016
3504,27,Serbia,53,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04503123583417285,3039583.6247769524,1,2016
3505,27,Serbia,53,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04356621541624895,3237614.8863762417,2,2016
1752,27,Serbia,53,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.044275616602840906,6277198.511153194,3,2016
3884,27,Serbia,53,Diet high in red meat (g/day),2437,37.07726864798957,3039583.6247769524,1,2016
3885,27,Serbia,53,Diet high in red meat (g/day),2437,23.667509400186432,3237614.8863762417,2,2016
1942,27,Serbia,53,Diet high in red meat (g/day),2437,30.16086540117988,6277198.511153194,3,2016
4264,27,Serbia,53,Diet high in sodium (g/day),2438,5.122782269677828,3039583.6247769524,1,2016
4265,27,Serbia,53,Diet high in sodium (g/day),2438,4.153583056316143,3237614.8863762417,2,2016
2132,27,Serbia,53,Diet high in sodium (g/day),2438,4.622894653336145,6277198.511153194,3,2016
4644,27,Serbia,53,Diet high in saturated fatty acids (% energy/day),2439,0.07975389413222722,3039583.6247769524,1,2016
4645,27,Serbia,53,Diet high in saturated fatty acids (% energy/day),2439,0.07992212319724776,3237614.8863762417,2,2016
2322,27,Serbia,53,Diet high in saturated fatty acids (% energy/day),2439,0.0798406622859289,6277198.511153194,3,2016
5024,27,Serbia,53,Diet high in sugar-sweetened beverages (g/day),2440,112.9191194487945,3039583.6247769524,1,2016
5025,27,Serbia,53,Diet high in sugar-sweetened beverages (g/day),2440,81.98308878229534,3237614.8863762417,2,2016
2512,27,Serbia,53,Diet high in sugar-sweetened beverages (g/day),2440,96.96312359598066,6277198.511153194,3,2016
5404,27,Serbia,53,Diet high in trans fatty acids (% energy/day),2441,0.0035351670106628093,3039583.6247769524,1,2016
5405,27,Serbia,53,Diet high in trans fatty acids (% energy/day),2441,0.004309709040654107,3237614.8863762417,2,2016
2702,27,Serbia,53,Diet high in trans fatty acids (% energy/day),2441,0.003934655540771954,6277198.511153194,3,2016
5784,27,Serbia,53,Diet low in vegetables (g/day),2442,210.03191272336807,3039583.6247769524,1,2016
5785,27,Serbia,53,Diet low in vegetables (g/day),2442,195.246591069438,3237614.8863762417,2,2016
2892,27,Serbia,53,Diet low in vegetables (g/day),2442,202.40603034899806,6277198.511153194,3,2016
86,27,Slovakia,54,Diet low in calcium (g/day),2427,0.5654651661815709,1898282.061947474,1,2016
87,27,Slovakia,54,Diet low in calcium (g/day),2427,0.5064318812416675,2068726.1213870724,2,2016
43,27,Slovakia,54,Diet low in calcium (g/day),2427,0.534680329613926,3967008.183334546,3,2016
