,age_group_id,location_name,location_id,modelable_entity_name,modelable_entity_id,mean,population,sex_id,year_id
506,22,Finland,79,Diet low in fiber (g/day),2428,12.372758760327905,1930196.8809022957,1,2016
507,22,Finland,79,Diet low in fiber (g/day),2428,10.547573120923253,2045012.9937897185,2,2016
253,22,Finland,79,Diet low in fiber (g/day),2428,11.433807493270567,3975209.8746920144,3,2016
886,22,Finland,79,Diet low in seafood omega-3 fatty acids (g/day),2429,0.08459744441243776,1930196.8809022957,1,2016
887,22,Finland,79,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07181121286953766,2045012.9937897185,2,2016
443,22,Finland,79,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07801967607539856,3975209.8746920144,3,2016
1266,22,Finland,79,Diet low in fruits (g/day),2430,96.80486534092545,1930196.8809022957,1,2016
1267,22,Finland,79,Diet low in fruits (g/day),2430,111.06100144251812,2045012.9937897185,2,2016
633,22,Finland,79,Diet low in fruits (g/day),2430,104.13881360730483,3975209.8746920144,3,2016
1646,22,Finland,79,Diet low in whole grains (g/day),2431,29.63294534608822,1930196.8809022957,1,2016
1647,22,Finland,79,Diet low in whole grains (g/day),2431,17.743057702955007,2045012.9937897185,2,2016
823,22,Finland,79,Diet low in whole grains (g/day),2431,23.516293523575055,3975209.8746920144,3,2016
2026,22,Finland,79,Diet low in legumes (g/day),2432,11.251215869636447,1930196.8809022957,1,2016
2027,22,Finland,79,Diet low in legumes (g/day),2432,9.495739748068,2045012.9937897185,2,2016
1013,22,Finland,79,Diet low in legumes (g/day),2432,10.348126072604488,3975209.8746920144,3,2016
2406,22,Finland,79,Diet low in milk (g/day),2433,253.98172934198726,1930196.8809022957,1,2016
2407,22,Finland,79,Diet low in milk (g/day),2433,250.28274137231665,2045012.9937897185,2,2016
1203,22,Finland,79,Diet low in milk (g/day),2433,252.07881636372989,3975209.8746920144,3,2016
2786,22,Finland,79,Diet low in nuts and seeds (g/day),2434,1.2006495235625918,1930196.8809022957,1,2016
2787,22,Finland,79,Diet low in nuts and seeds (g/day),2434,1.1621456440931264,2045012.9937897185,2,2016
1393,22,Finland,79,Diet low in nuts and seeds (g/day),2434,1.1808415294419112,3975209.8746920144,3,2016
3166,22,Finland,79,Diet high in processed meat (g/day),2435,7.5544116549745075,1930196.8809022957,1,2016
3167,22,Finland,79,Diet high in processed meat (g/day),2435,5.580566956955965,2045012.9937897185,2,2016
1583,22,Finland,79,Diet high in processed meat (g/day),2435,6.538983996457836,3975209.8746920144,3,2016
3546,22,Finland,79,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.020911128411592324,1930196.8809022957,1,2016
3547,22,Finland,79,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.020305614579938132,2045012.9937897185,2,2016
1773,22,Finland,79,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.020599626958163236,3975209.8746920144,3,2016
3926,22,Finland,79,Diet high in red meat (g/day),2437,50.0379796526135,1930196.8809022957,1,2016
3927,22,Finland,79,Diet high in red meat (g/day),2437,30.628058377549163,2045012.9937897185,2,2016
1963,22,Finland,79,Diet high in red meat (g/day),2437,40.05271032918755,3975209.8746920144,3,2016
4306,22,Finland,79,Diet high in sodium (g/day),2438,4.356858354155578,1930196.8809022957,1,2016
4307,22,Finland,79,Diet high in sodium (g/day),2438,3.3780688936203336,2045012.9937897185,2,2016
2153,22,Finland,79,Diet high in sodium (g/day),2438,3.853328420372123,3975209.8746920144,3,2016
4686,22,Finland,79,Diet high in saturated fatty acids (% energy/day),2439,0.11215756738037808,1930196.8809022957,1,2016
4687,22,Finland,79,Diet high in saturated fatty acids (% energy/day),2439,0.11270877849860167,2045012.9937897185,2,2016
2343,22,Finland,79,Diet high in saturated fatty acids (% energy/day),2439,0.11244113326359473,3975209.8746920144,3,2016
5066,22,Finland,79,Diet high in sugar-sweetened beverages (g/day),2440,104.70259323799841,1930196.8809022957,1,2016
5067,22,Finland,79,Diet high in sugar-sweetened beverages (g/day),2440,68.11995482338477,2045012.9937897185,2,2016
2533,22,Finland,79,Diet high in sugar-sweetened beverages (g/day),2440,85.88296527790436,3975209.8746920144,3,2016
5446,22,Finland,79,Diet high in trans fatty acids (% energy/day),2441,0.0035782615311108603,1930196.8809022957,1,2016
5447,22,Finland,79,Diet high in trans fatty acids (% energy/day),2441,0.004342934921064461,2045012.9937897185,2,2016
2723,22,Finland,79,Diet high in trans fatty acids (% energy/day),2441,0.003971641268974763,3975209.8746920144,3,2016
5826,22,Finland,79,Diet low in vegetables (g/day),2442,135.1272483604832,1930196.8809022957,1,2016
5827,22,Finland,79,Diet low in vegetables (g/day),2442,127.76307867858175,2045012.9937897185,2,2016
2913,22,Finland,79,Diet low in vegetables (g/day),2442,131.33881374629127,3975209.8746920144,3,2016
128,22,France,80,Diet low in calcium (g/day),2427,0.8219309353707319,21667263.60172983,1,2016
129,22,France,80,Diet low in calcium (g/day),2427,0.7336430179426283,24006897.4216506,2,2016
64,22,France,80,Diet low in calcium (g/day),2427,0.7755257266098601,45674161.02338043,3,2016
508,22,France,80,Diet low in fiber (g/day),2428,10.487906774211154,21667263.60172983,1,2016
509,22,France,80,Diet low in fiber (g/day),2428,8.867493108701275,24006897.4216506,2,2016
254,22,France,80,Diet low in fiber (g/day),2428,9.636197541311985,45674161.02338043,3,2016
888,22,France,80,Diet low in seafood omega-3 fatty acids (g/day),2429,0.0846662363425004,21667263.60172983,1,2016
889,22,France,80,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07193338532238598,24006897.4216506,2,2016
444,22,France,80,Diet low in seafood omega-3 fatty acids (g/day),2429,0.07797369418133028,45674161.02338043,3,2016
1268,22,France,80,Diet low in fruits (g/day),2430,81.04056083140011,21667263.60172983,1,2016
1269,22,France,80,Diet low in fruits (g/day),2430,92.55645674947196,24006897.4216506,2,2016
634,22,France,80,Diet low in fruits (g/day),2430,87.09345651309718,45674161.02338043,3,2016
1648,22,France,80,Diet low in whole grains (g/day),2431,18.91399302014449,21667263.60172983,1,2016
1649,22,France,80,Diet low in whole grains (g/day),2431,17.664755478442935,24006897.4216506,2,2016
824,22,France,80,Diet low in whole grains (g/day),2431,18.25737849571891,45674161.02338043,3,2016
2028,22,France,80,Diet low in legumes (g/day),2432,11.887025418545832,21667263.60172983,1,2016
2029,22,France,80,Diet low in legumes (g/day),2432,9.300390624218963,24006897.4216506,2,2016
1014,22,France,80,Diet low in legumes (g/day),2432,10.527458547839872,45674161.02338043,3,2016
2408,22,France,80,Diet low in milk (g/day),2433,138.79445569532143,21667263.60172983,1,2016
2409,22,France,80,Diet low in milk (g/day),2433,136.21472598234112,24006897.4216506,2,2016
1204,22,France,80,Diet low in milk (g/day),2433,137.43851821978902,45674161.02338043,3,2016
2788,22,France,80,Diet low in nuts and seeds (g/day),2434,3.203802657106424,21667263.60172983,1,2016
2789,22,France,80,Diet low in nuts and seeds (g/day),2434,3.0796821666634204,24006897.4216506,2,2016
1394,22,France,80,Diet low in nuts and seeds (g/day),2434,3.138563409899128,45674161.02338043,3,2016
3168,22,France,80,Diet high in processed meat (g/day),2435,8.606072422430472,21667263.60172983,1,2016
3169,22,France,80,Diet high in processed meat (g/day),2435,6.49676531964753,24006897.4216506,2,2016
1584,22,France,80,Diet high in processed meat (g/day),2435,7.497394821951993,45674161.02338043,3,2016
3548,22,France,80,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05829239397736747,21667263.60172983,1,2016
3549,22,France,80,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.056629887002815814,24006897.4216506,2,2016
1774,22,France,80,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05741855998662575,45674161.02338043,3,2016
3928,22,France,80,Diet high in red meat (g/day),2437,61.125324315986944,21667263.60172983,1,2016
3929,22,France,80,Diet high in red meat (g/day),2437,37.35637619193164,24006897.4216506,2,2016
1964,22,France,80,Diet high in red meat (g/day),2437,48.632074595589614,45674161.02338043,3,2016
4308,22,France,80,Diet high in sodium (g/day),2438,3.830105897096615,21667263.60172983,1,2016
4309,22,France,80,Diet high in sodium (g/day),2438,3.6798328497921484,24006897.4216506,2,2016
2154,22,France,80,Diet high in sodium (g/day),2438,3.75112054627582,45674161.02338043,3,2016
4688,22,France,80,Diet high in saturated fatty acids (% energy/day),2439,0.1097312393577697,21667263.60172983,1,2016
4689,22,France,80,Diet high in saturated fatty acids (% energy/day),2439,0.11012107461712663,24006897.4216506,2,2016
2344,22,France,80,Diet high in saturated fatty acids (% energy/day),2439,0.10993614153600419,45674161.02338043,3,2016
5068,22,France,80,Diet high in sugar-sweetened beverages (g/day),2440,108.8958245440089,21667263.60172983,1,2016
5069,22,France,80,Diet high in sugar-sweetened beverages (g/day),2440,71.52638384880467,24006897.4216506,2,2016
2534,22,France,80,Diet high in sugar-sweetened beverages (g/day),2440,89.25398965589812,45674161.02338043,3,2016
5448,22,France,80,Diet high in trans fatty acids (% energy/day),2441,0.0033478859862794905,21667263.60172983,1,2016
5449,22,France,80,Diet high in trans fatty acids (% energy/day),2441,0.004068119049424211,24006897.4216506,2,2016
2724,22,France,80,Diet high in trans fatty acids (% energy/day),2441,0.0037264492894509608,45674161.02338043,3,2016
5828,22,France,80,Diet low in vegetables (g/day),2442,121.02743189607277,21667263.60172983,1,2016
5829,22,France,80,Diet low in vegetables (g/day),2442,112.74315135907571,24006897.4216506,2,2016
2914,22,France,80,Diet low in vegetables (g/day),2442,116.67311276666261,45674161.02338043,3,2016
130,22,Germany,81,Diet low in calcium (g/day),2427,0.9127499438172183,30577255.44739659,1,2016
131,22,Germany,81,Diet low in calcium (g/day),2427,0.8130041740587731,32561992.605468333,2,2016
65,22,Germany,81,Diet low in calcium (g/day),2427,0.8613093404292617,63139248.052864924,3,2016
510,22,Germany,81,Diet low in fiber (g/day),2428,11.927620662156363,30577255.44739659,1,2016
511,22,Germany,81,Diet low in fiber (g/day),2428,10.083877204972485,32561992.605468333,2,2016
255,22,Germany,81,Diet low in fiber (g/day),2428,10.976770554329049,63139248.052864924,3,2016
890,22,Germany,81,Diet low in seafood omega-3 fatty acids (g/day),2429,0.06953096342314882,30577255.44739659,1,2016
891,22,Germany,81,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05895539374319898,32561992.605468333,2,2016
445,22,Germany,81,Diet low in seafood omega-3 fatty acids (g/day),2429,0.0640769608441378,63139248.052864924,3,2016
1270,22,Germany,81,Diet low in fruits (g/day),2430,91.67212511334536,30577255.44739659,1,2016
1271,22,Germany,81,Diet low in fruits (g/day),2430,105.07147780830725,32561992.605468333,2,2016
635,22,Germany,81,Diet low in fruits (g/day),2430,98.58240100079495,63139248.052864924,3,2016
1650,22,Germany,81,Diet low in whole grains (g/day),2431,31.891849728770776,30577255.44739659,1,2016
1651,22,Germany,81,Diet low in whole grains (g/day),2431,24.87889866458804,32561992.605468333,2,2016
825,22,Germany,81,Diet low in whole grains (g/day),2431,28.27515064323157,63139248.052864924,3,2016
2030,22,Germany,81,Diet low in legumes (g/day),2432,7.380414430529195,30577255.44739659,1,2016
2031,22,Germany,81,Diet low in legumes (g/day),2432,5.595634424088846,32561992.605468333,2,2016
1015,22,Germany,81,Diet low in legumes (g/day),2432,6.459972785049994,63139248.052864924,3,2016
2410,22,Germany,81,Diet low in milk (g/day),2433,163.01563255641474,30577255.44739659,1,2016
2411,22,Germany,81,Diet low in milk (g/day),2433,160.30026473063373,32561992.605468333,2,2016
1205,22,Germany,81,Diet low in milk (g/day),2433,161.61527081960443,63139248.052864924,3,2016
2790,22,Germany,81,Diet low in nuts and seeds (g/day),2434,4.337997059920151,30577255.44739659,1,2016
2791,22,Germany,81,Diet low in nuts and seeds (g/day),2434,4.2007746918845665,32561992.605468333,2,2016
1395,22,Germany,81,Diet low in nuts and seeds (g/day),2434,4.267229132346189,63139248.052864924,3,2016
3170,22,Germany,81,Diet high in processed meat (g/day),2435,12.561805540529633,30577255.44739659,1,2016
3171,22,Germany,81,Diet high in processed meat (g/day),2435,9.434019133464512,32561992.605468333,2,2016
1585,22,Germany,81,Diet high in processed meat (g/day),2435,10.948752471334624,63139248.052864924,3,2016
3550,22,Germany,81,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05909198330981853,30577255.44739659,1,2016
3551,22,Germany,81,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05732771936577954,32561992.605468333,2,2016
1775,22,Germany,81,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.058182122149422824,63139248.052864924,3,2016
3930,22,Germany,81,Diet high in red meat (g/day),2437,57.973304142819096,30577255.44739659,1,2016
3931,22,Germany,81,Diet high in red meat (g/day),2437,35.398781808616235,32561992.605468333,2,2016
1965,22,Germany,81,Diet high in red meat (g/day),2437,46.33123598415436,63139248.052864924,3,2016
4310,22,Germany,81,Diet high in sodium (g/day),2438,4.371228254895998,30577255.44739659,1,2016
4311,22,Germany,81,Diet high in sodium (g/day),2438,3.3791572050617558,32561992.605468333,2,2016
2155,22,Germany,81,Diet high in sodium (g/day),2438,3.8596002076035343,63139248.052864924,3,2016
4690,22,Germany,81,Diet high in saturated fatty acids (% energy/day),2439,0.09154391670860207,30577255.44739659,1,2016
4691,22,Germany,81,Diet high in saturated fatty acids (% energy/day),2439,0.09207228570521875,32561992.605468333,2,2016
2345,22,Germany,81,Diet high in saturated fatty acids (% energy/day),2439,0.09181640565789058,63139248.052864924,3,2016
5070,22,Germany,81,Diet high in sugar-sweetened beverages (g/day),2440,113.83603732584119,30577255.44739659,1,2016
5071,22,Germany,81,Diet high in sugar-sweetened beverages (g/day),2440,74.48383766952384,32561992.605468333,2,2016
2535,22,Germany,81,Diet high in sugar-sweetened beverages (g/day),2440,93.54143335550174,63139248.052864924,3,2016
5450,22,Germany,81,Diet high in trans fatty acids (% energy/day),2441,0.005039918762566829,30577255.44739659,1,2016
5451,22,Germany,81,Diet high in trans fatty acids (% energy/day),2441,0.006129100065462309,32561992.605468333,2,2016
2725,22,Germany,81,Diet high in trans fatty acids (% energy/day),2441,0.0056016282321063185,63139248.052864924,3,2016
5830,22,Germany,81,Diet low in vegetables (g/day),2442,134.40825661515555,30577255.44739659,1,2016
5831,22,Germany,81,Diet low in vegetables (g/day),2442,126.73700402424116,32561992.605468333,2,2016
2915,22,Germany,81,Diet low in vegetables (g/day),2442,130.45206014713793,63139248.052864924,3,2016
132,22,Greece,82,Diet low in calcium (g/day),2427,0.8773941036189931,3826865.8081515185,1,2016
133,22,Greece,82,Diet low in calcium (g/day),2427,0.7848786167740305,4101014.8894662973,2,2016
66,22,Greece,82,Diet low in calcium (g/day),2427,0.829536750118275,7927880.697617816,3,2016
512,22,Greece,82,Diet low in fiber (g/day),2428,13.28342899787585,3826865.8081515185,1,2016
513,22,Greece,82,Diet low in fiber (g/day),2428,11.22947134605712,4101014.8894662973,2,2016
256,22,Greece,82,Diet low in fiber (g/day),2428,12.220936859847978,7927880.697617816,3,2016
892,22,Greece,82,Diet low in seafood omega-3 fatty acids (g/day),2429,0.05871429758008686,3826865.8081515185,1,2016
893,22,Greece,82,Diet low in seafood omega-3 fatty acids (g/day),2429,0.049870757223159014,4101014.8894662973,2,2016
446,22,Greece,82,Diet low in seafood omega-3 fatty acids (g/day),2429,0.054139620934125866,7927880.697617816,3,2016
1272,22,Greece,82,Diet low in fruits (g/day),2430,163.5628188405558,3826865.8081515185,1,2016
1273,22,Greece,82,Diet low in fruits (g/day),2430,187.72789790463867,4101014.8894662973,2,2016
636,22,Greece,82,Diet low in fruits (g/day),2430,176.0631771111731,7927880.697617816,3,2016
1652,22,Greece,82,Diet low in whole grains (g/day),2431,39.09129567435117,3826865.8081515185,1,2016
1653,22,Greece,82,Diet low in whole grains (g/day),2431,30.711440459735552,4101014.8894662973,2,2016
826,22,Greece,82,Diet low in whole grains (g/day),2431,34.75647880241757,7927880.697617816,3,2016
2032,22,Greece,82,Diet low in legumes (g/day),2432,23.03185801773685,3826865.8081515185,1,2016
2033,22,Greece,82,Diet low in legumes (g/day),2432,18.591686448467343,4101014.8894662973,2,2016
1016,22,Greece,82,Diet low in legumes (g/day),2432,20.735000835863428,7927880.697617816,3,2016
2412,22,Greece,82,Diet low in milk (g/day),2433,114.8557868861892,3826865.8081515185,1,2016
2413,22,Greece,82,Diet low in milk (g/day),2433,113.09571117334626,4101014.8894662973,2,2016
1206,22,Greece,82,Diet low in milk (g/day),2433,113.94531699136272,7927880.697617816,3,2016
2792,22,Greece,82,Diet low in nuts and seeds (g/day),2434,5.16689215864202,3826865.8081515185,1,2016
2793,22,Greece,82,Diet low in nuts and seeds (g/day),2434,5.023084696049727,4101014.8894662973,2,2016
1396,22,Greece,82,Diet low in nuts and seeds (g/day),2434,5.092501969409661,7927880.697617816,3,2016
3172,22,Greece,82,Diet high in processed meat (g/day),2435,3.6006745323701193,3826865.8081515185,1,2016
3173,22,Greece,82,Diet high in processed meat (g/day),2435,2.6913264854797547,4101014.8894662973,2,2016
1586,22,Greece,82,Diet high in processed meat (g/day),2435,3.1302777110449633,7927880.697617816,3,2016
3552,22,Greece,82,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.042764506968584165,3826865.8081515185,1,2016
3553,22,Greece,82,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.041499007054947294,4101014.8894662973,2,2016
1776,22,Greece,82,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.0421098762814697,7927880.697617816,3,2016
3932,22,Greece,82,Diet high in red meat (g/day),2437,57.76010872816491,3826865.8081515185,1,2016
3933,22,Greece,82,Diet high in red meat (g/day),2437,35.42453530189561,4101014.8894662973,2,2016
1966,22,Greece,82,Diet high in red meat (g/day),2437,46.20613577125325,7927880.697617816,3,2016
4312,22,Greece,82,Diet high in sodium (g/day),2438,4.541901288979281,3826865.8081515185,1,2016
4313,22,Greece,82,Diet high in sodium (g/day),2438,3.8911763916764692,4101014.8894662973,2,2016
2156,22,Greece,82,Diet high in sodium (g/day),2438,4.205287685095568,7927880.697617816,3,2016
4692,22,Greece,82,Diet high in saturated fatty acids (% energy/day),2439,0.09591573258787296,3826865.8081515185,1,2016
4693,22,Greece,82,Diet high in saturated fatty acids (% energy/day),2439,0.09618642920681786,4101014.8894662973,2,2016
2346,22,Greece,82,Diet high in saturated fatty acids (% energy/day),2439,0.09605576129253736,7927880.697617816,3,2016
5072,22,Greece,82,Diet high in sugar-sweetened beverages (g/day),2440,98.68408047637254,3826865.8081515185,1,2016
5073,22,Greece,82,Diet high in sugar-sweetened beverages (g/day),2440,64.60866084693801,4101014.8894662973,2,2016
2536,22,Greece,82,Diet high in sugar-sweetened beverages (g/day),2440,81.05720028036838,7927880.697617816,3,2016
5452,22,Greece,82,Diet high in trans fatty acids (% energy/day),2441,0.0035407875276191364,3826865.8081515185,1,2016
5453,22,Greece,82,Diet high in trans fatty acids (% energy/day),2441,0.004283226909533568,4101014.8894662973,2,2016
2726,22,Greece,82,Diet high in trans fatty acids (% energy/day),2441,0.003924844134408405,7927880.697617816,3,2016
5832,22,Greece,82,Diet low in vegetables (g/day),2442,256.99968050298764,3826865.8081515185,1,2016
5833,22,Greece,82,Diet low in vegetables (g/day),2442,242.94352757123116,4101014.8894662973,2,2016
2916,22,Greece,82,Diet low in vegetables (g/day),2442,249.72857052285516,7927880.697617816,3,2016
134,22,Iceland,83,Diet low in calcium (g/day),2427,1.0845009720600218,109466.57955142784,1,2016
135,22,Iceland,83,Diet low in calcium (g/day),2427,0.9693480732479115,110179.2424425266,2,2016
67,22,Iceland,83,Diet low in calcium (g/day),2427,1.0267377100912671,219645.82199395445,3,2016
514,22,Iceland,83,Diet low in fiber (g/day),2428,9.071968884477336,109466.57955142784,1,2016
515,22,Iceland,83,Diet low in fiber (g/day),2428,7.674612990129467,110179.2424425266,2,2016
257,22,Iceland,83,Diet low in fiber (g/day),2428,8.371024006654505,219645.82199395445,3,2016
894,22,Iceland,83,Diet low in seafood omega-3 fatty acids (g/day),2429,0.10577356315332727,109466.57955142784,1,2016
895,22,Iceland,83,Diet low in seafood omega-3 fatty acids (g/day),2429,0.08980756990099734,110179.2424425266,2,2016
447,22,Iceland,83,Diet low in seafood omega-3 fatty acids (g/day),2429,0.09776466489423531,219645.82199395445,3,2016
1274,22,Iceland,83,Diet low in fruits (g/day),2430,135.07801374545954,109466.57955142784,1,2016
1275,22,Iceland,83,Diet low in fruits (g/day),2430,154.06102840501092,110179.2424425266,2,2016
637,22,Iceland,83,Diet low in fruits (g/day),2430,144.600317222383,219645.82199395445,3,2016
1654,22,Iceland,83,Diet low in whole grains (g/day),2431,23.159255794200924,109466.57955142784,1,2016
1655,22,Iceland,83,Diet low in whole grains (g/day),2431,21.44097786841244,110179.2424425266,2,2016
827,22,Iceland,83,Diet low in whole grains (g/day),2431,22.297329268804496,219645.82199395445,3,2016
2034,22,Iceland,83,Diet low in legumes (g/day),2432,3.8929677110649963,109466.57955142784,1,2016
2035,22,Iceland,83,Diet low in legumes (g/day),2432,3.2520249710568923,110179.2424425266,2,2016
1017,22,Iceland,83,Diet low in legumes (g/day),2432,3.571456539570581,219645.82199395445,3,2016
2414,22,Iceland,83,Diet low in milk (g/day),2433,213.22580176503163,109466.57955142784,1,2016
2415,22,Iceland,83,Diet low in milk (g/day),2433,203.47878027366255,110179.2424425266,2,2016
1207,22,Iceland,83,Diet low in milk (g/day),2433,208.33647842511567,219645.82199395445,3,2016
2794,22,Iceland,83,Diet low in nuts and seeds (g/day),2434,1.6325581882835958,109466.57955142784,1,2016
2795,22,Iceland,83,Diet low in nuts and seeds (g/day),2434,1.5731539360505378,110179.2424425266,2,2016
1397,22,Iceland,83,Diet low in nuts and seeds (g/day),2434,1.6027596906409534,219645.82199395445,3,2016
3174,22,Iceland,83,Diet high in processed meat (g/day),2435,9.861480195662148,109466.57955142784,1,2016
3175,22,Iceland,83,Diet high in processed meat (g/day),2435,7.410670131243465,110179.2424425266,2,2016
1587,22,Iceland,83,Diet high in processed meat (g/day),2435,8.632099213966978,219645.82199395445,3,2016
3554,22,Iceland,83,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05758026883111286,109466.57955142784,1,2016
3555,22,Iceland,83,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05586246675349572,110179.2424425266,2,2016
1777,22,Iceland,83,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.05671858100177065,219645.82199395445,3,2016
3934,22,Iceland,83,Diet high in red meat (g/day),2437,54.161668280778116,109466.57955142784,1,2016
3935,22,Iceland,83,Diet high in red meat (g/day),2437,35.039235279085204,110179.2424425266,2,2016
1967,22,Iceland,83,Diet high in red meat (g/day),2437,44.56942945438931,219645.82199395445,3,2016
4314,22,Iceland,83,Diet high in sodium (g/day),2438,3.8331043977513373,109466.57955142784,1,2016
4315,22,Iceland,83,Diet high in sodium (g/day),2438,3.021152671995692,110179.2424425266,2,2016
2157,22,Iceland,83,Diet high in sodium (g/day),2438,3.4258113054833617,219645.82199395445,3,2016
4694,22,Iceland,83,Diet high in saturated fatty acids (% energy/day),2439,0.14146165903956154,109466.57955142784,1,2016
4695,22,Iceland,83,Diet high in saturated fatty acids (% energy/day),2439,0.14187652269169607,110179.2424425266,2,2016
2347,22,Iceland,83,Diet high in saturated fatty acids (% energy/day),2439,0.14166976389898553,219645.82199395445,3,2016
5074,22,Iceland,83,Diet high in sugar-sweetened beverages (g/day),2440,121.03168265043502,109466.57955142784,1,2016
5075,22,Iceland,83,Diet high in sugar-sweetened beverages (g/day),2440,80.48085667779094,110179.2424425266,2,2016
2537,22,Iceland,83,Diet high in sugar-sweetened beverages (g/day),2440,100.69048405387062,219645.82199395445,3,2016
5454,22,Iceland,83,Diet high in trans fatty acids (% energy/day),2441,0.0033864871152077423,109466.57955142784,1,2016
5455,22,Iceland,83,Diet high in trans fatty acids (% energy/day),2441,0.004102535705234443,110179.2424425266,2,2016
2727,22,Iceland,83,Diet high in trans fatty acids (% energy/day),2441,0.0037456730559416967,219645.82199395445,3,2016
5834,22,Iceland,83,Diet low in vegetables (g/day),2442,118.06751277869498,109466.57955142784,1,2016
5835,22,Iceland,83,Diet low in vegetables (g/day),2442,109.0594480336759,110179.2424425266,2,2016
2917,22,Iceland,83,Diet low in vegetables (g/day),2442,113.54886662157959,219645.82199395445,3,2016
136,22,Ireland,84,Diet low in calcium (g/day),2427,0.9240737842134873,1566987.6886284132,1,2016
137,22,Ireland,84,Diet low in calcium (g/day),2427,0.8244164366076077,1648004.4141344316,2,2016
68,22,Ireland,84,Diet low in calcium (g/day),2427,0.8729894444994702,3214992.102762845,3,2016
516,22,Ireland,84,Diet low in fiber (g/day),2428,12.62793482431037,1566987.6886284132,1,2016
517,22,Ireland,84,Diet low in fiber (g/day),2428,10.668336446909477,1648004.4141344316,2,2016
258,22,Ireland,84,Diet low in fiber (g/day),2428,11.623445023818453,3214992.102762845,3,2016
896,22,Ireland,84,Diet low in seafood omega-3 fatty acids (g/day),2429,0.1005452597938403,1566987.6886284132,1,2016
897,22,Ireland,84,Diet low in seafood omega-3 fatty acids (g/day),2429,0.08518125813891012,1648004.4141344316,2,2016
448,22,Ireland,84,Diet low in seafood omega-3 fatty acids (g/day),2429,0.09266967511531664,3214992.102762845,3,2016
1276,22,Ireland,84,Diet low in fruits (g/day),2430,107.03705795085266,1566987.6886284132,1,2016
1277,22,Ireland,84,Diet low in fruits (g/day),2430,125.87388702481103,1648004.4141344316,2,2016
638,22,Ireland,84,Diet low in fruits (g/day),2430,116.69281338350267,3214992.102762845,3,2016
1656,22,Ireland,84,Diet low in whole grains (g/day),2431,28.042692095146556,1566987.6886284132,1,2016
1657,22,Ireland,84,Diet low in whole grains (g/day),2431,25.679047390807273,1648004.4141344316,2,2016
828,22,Ireland,84,Diet low in whole grains (g/day),2431,26.83108821504709,3214992.102762845,3,2016
2036,22,Ireland,84,Diet low in legumes (g/day),2432,14.559818453145184,1566987.6886284132,1,2016
2037,22,Ireland,84,Diet low in legumes (g/day),2432,11.009125875849021,1648004.4141344316,2,2016
1018,22,Ireland,84,Diet low in legumes (g/day),2432,12.739734031914468,3214992.102762845,3,2016
2416,22,Ireland,84,Diet low in milk (g/day),2433,213.4136090536033,1566987.6886284132,1,2016
2417,22,Ireland,84,Diet low in milk (g/day),2433,211.7968586905021,1648004.4141344316,2,2016
1208,22,Ireland,84,Diet low in milk (g/day),2433,212.5848630878964,3214992.102762845,3,2016
2796,22,Ireland,84,Diet low in nuts and seeds (g/day),2434,1.3074466766388206,1566987.6886284132,1,2016
2797,22,Ireland,84,Diet low in nuts and seeds (g/day),2434,1.2626459140685709,1648004.4141344316,2,2016
1398,22,Ireland,84,Diet low in nuts and seeds (g/day),2434,1.2844818132387172,3214992.102762845,3,2016
3176,22,Ireland,84,Diet high in processed meat (g/day),2435,6.335064218725132,1566987.6886284132,1,2016
3177,22,Ireland,84,Diet high in processed meat (g/day),2435,4.7425692907390005,1648004.4141344316,2,2016
1588,22,Ireland,84,Diet high in processed meat (g/day),2435,5.518751585001245,3214992.102762845,3,2016
3556,22,Ireland,84,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04114847014725341,1566987.6886284132,1,2016
3557,22,Ireland,84,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.039689882039959046,1648004.4141344316,2,2016
1778,22,Ireland,84,Diet low in polyunsaturated fatty acids (% energy/day),2436,0.04040079812741878,3214992.102762845,3,2016
3936,22,Ireland,84,Diet high in red meat (g/day),2437,78.71370330360156,1566987.6886284132,1,2016
3937,22,Ireland,84,Diet high in red meat (g/day),2437,47.27404139073358,1648004.4141344316,2,2016
1968,22,Ireland,84,Diet high in red meat (g/day),2437,62.597737865685026,3214992.102762845,3,2016
4316,22,Ireland,84,Diet high in sodium (g/day),2438,4.5542537755351775,1566987.6886284132,1,2016
