"year","indicator","disaggregation","disagg.value","component","rec","unit","year_range","value.unweighted","value","value.sum","total.pop","n","N","region"
"2001","adolescent_overweight","gender","Boys","G",,,"",0.151449533544751,"0.121793087528005",28.7754113735027,6179474.034,190,,"World"
"2001","adolescent_overweight","gender","Girls","G",,,"",0.170337948304751,"0.115582389564204",32.3642101779028,6179474.034,190,,"World"
"2002","adolescent_overweight","gender","Girls","G",,,"",0.174828001579951,"0.119291514030741",33.2173203001908,6257672.566,190,,"World"
"2002","adolescent_overweight","gender","Boys","G",,,"",0.156305675861974,"0.126740325040863",29.698078413775,6257672.566,190,,"World"
"2003","adolescent_overweight","gender","Boys","G",,,"",0.161273846925397,"0.131930541911682",30.6420309158253,6336405.099,190,,"World"
"2003","adolescent_overweight","gender","Girls","G",,,"",0.179372104228272,"0.123131243503012",34.0806998033717,6336405.099,190,,"World"
"2004","adolescent_overweight","gender","Boys","G",,,"",0.166345823304652,"0.137364754375114",31.605706427884,6415834.743,190,,"World"
"2004","adolescent_overweight","gender","Girls","G",,,"",0.183960868064437,"0.127102251368703",34.952564932243,6415834.743,190,,"World"
"2005","adolescent_overweight","gender","Boys","G",,,"",0.17152169109073,"0.143034367869709",32.5891213072386,6496073.433,190,,"World"
"2005","adolescent_overweight","gender","Girls","G",,,"",0.188583332787934,"0.131202341678303",35.8308332297075,6496073.433,190,,"World"
"2006","adolescent_overweight","gender","Girls","G",,,"",0.193241976217657,"0.135440456522912",36.7159754813549,6577192.123,190,,"World"
"2006","adolescent_overweight","gender","Boys","G",,,"",0.176794693650106,"0.148941975408001",33.5909917935202,6577192.123,190,,"World"
"2007","adolescent_overweight","gender","Boys","G",,,"",0.182169585355144,"0.155088123518651",34.6122212174774,6659180.068,190,,"World"
"2007","adolescent_overweight","gender","Girls","G",,,"",0.19794470813792,"0.139822089827636",37.6094945462048,6659180.068,190,,"World"
"2008","adolescent_overweight","gender","Boys","G",,,"",0.1876382688353,"0.161435009000678",35.6512710787069,6741945.152,190,,"World"
"2008","adolescent_overweight","gender","Girls","G",,,"",0.202690133909785,"0.144333087067174",38.5111254428592,6741945.152,190,,"World"
"2009","adolescent_overweight","gender","Boys","G",,,"",0.193214629408192,"0.167986629939389",36.7107795875565,6825334.037,190,,"World"
"2009","adolescent_overweight","gender","Girls","G",,,"",0.207482181484801,"0.148971813270202",39.4216144821121,6825334.037,190,,"World"
"2010","adolescent_overweight","gender","Boys","G",,,"",0.198899259015811,"0.174726727536689",37.7908592130041,6909196.035,190,,"World"
"2010","adolescent_overweight","gender","Girls","G",,,"",0.212340395174104,"0.153746166471387",40.3446750830797,6909196.035,190,,"World"
"2011","adolescent_overweight","gender","Girls","G",,,"",0.217270374387853,"0.158653657861943",41.281371133692,6993487.484,190,,"World"
"2011","adolescent_overweight","gender","Boys","G",,,"",0.204697604854518,"0.181636570862453",38.8925449223583,6993487.484,190,,"World"
"2012","adolescent_overweight","gender","Girls","G",,,"",0.222277648160885,"0.16369610768714",42.2327531505681,7078123.005,190,,"World"
"2012","adolescent_overweight","gender","Boys","G",,,"",0.210615332489773,"0.188706549112159",40.0169131730568,7078123.005,190,,"World"
"2013","adolescent_overweight","gender","Boys","G",,,"",0.216668507634049,"0.195925084641654",41.1670164504693,7162849.88,190,,"World"
"2013","adolescent_overweight","gender","Girls","G",,,"",0.227374334816976,"0.16887977356208",43.2011236152254,7162849.88,190,,"World"
"2014","adolescent_overweight","gender","Boys","G",,,"",0.222859431276058,"0.203290943657401",42.3432919424511,7247356.205,190,,"World"
"2014","adolescent_overweight","gender","Girls","G",,,"",0.232558971784693,"0.174207068624339",44.1862046390916,7247356.205,190,,"World"
"2015","adolescent_overweight","gender","Boys","G",,,"",0.229196107798977,"0.210797688290664",43.5472604818056,7331388.69,190,,"World"
"2015","adolescent_overweight","gender","Girls","G",,,"",0.237843994888887,"0.179680196339611",45.1903590288886,7331388.69,190,,"World"
"2016","adolescent_overweight","gender","Boys","G",,,"",0.235685643261542,"0.218421477540757",44.7802722196931,7414816.18,190,,"World"
"2016","adolescent_overweight","gender","Girls","G",,,"",0.24322211512378,"0.185285044400354",46.2122018735182,7414816.18,190,,"World"
"2007","female_secondary_enroll_net","all",,"U",,,"",68.9464350700379,"68.4100905579206",5860.44698095322,2542753.491,85,,"World"
"2013","female_secondary_enroll_net","all",,"U",,,"",73.1563195710135,"70.6470655003396",7388.78827667236,4028334.964,101,,"World"
"2014","female_secondary_enroll_net","all",,"U",,,"",73.5162379037766,"74.5990396290793",7719.20497989655,2820550.554,105,,"World"
"2015","female_secondary_enroll_net","all",,"U",,,"",72.9094079785642,"73.7102329765144",8238.76310157776,3056982.122,113,,"World"
"2017","female_secondary_enroll_net","all",,"U",,,"",69.2098846435547,"64.5816165048343",484.469192504883,213779.315,7,,"World"
"2008","female_secondary_enroll_net","all",,"U",,,"",70.2522752174111,"70.8068654525848",6041.69566869736,2228354.782,86,,"World"
"2009","female_secondary_enroll_net","all",,"U",,,"",71.4008982181549,"71.5495524301168",6854.48622894287,2683415.207,96,,"World"
"2010","female_secondary_enroll_net","all",,"U",,,"",72.6951374297446,"74.7530105306765",6833.342918396,2288761.544,94,,"World"
"2000","female_secondary_enroll_net","all",,"U",,,"",62.8021832637573,"66.259243238026",5589.3943104744,1583655.259,89,,"World"
"2001","female_secondary_enroll_net","all",,"U",,,"",62.2293612984724,"65.1623980826363",5351.72507166862,1737232.911,86,,"World"
"2016","female_secondary_enroll_net","all",,"U",,,"",75.0192816633927,"67.9377918706033",5701.46540641785,1396821.332,76,,"World"
"1999","female_secondary_enroll_net","all",,"U",,,"",59.591394133346,"57.6893114897327",5124.85989546776,1298407.52,86,,"World"
"2002","female_secondary_enroll_net","all",,"U",,,"",64.2984667274687,"64.6824168274082",5786.86200547218,1933929.062,90,,"World"
"2003","female_secondary_enroll_net","all",,"U",,,"",69.3214495548835,"69.6287118916205",5407.07306528091,1786757.648,78,,"World"
"2004","female_secondary_enroll_net","all",,"U",,,"",67.8383479839148,"68.7901926964135",5834.09792661667,1880589.119,86,,"World"
"2005","female_secondary_enroll_net","all",,"U",,,"",68.007486126158,"68.1844620360802",6120.67375135422,1913734.52,90,,"World"
"2006","female_secondary_enroll_net","all",,"U",,,"",70.404653833026,"68.6609990180523",5913.99092197418,2219338.459,84,,"World"
"2011","female_secondary_enroll_net","all",,"U",,,"",72.2342728865774,"74.0356875327484",6862.25592422485,2637176.918,95,,"World"
"2012","female_secondary_enroll_net","all",,"U",,,"",73.8891615245653,"74.7510276578706",6797.80286026001,2651845.069,92,,"World"
"1999","adolescent_underweight","gender","Boys","G",,,"",0.257029683994271,"0.346884558785019",48.8356399589115,6024085.431,190,,"World"
"1999","adolescent_underweight","gender","Girls","G",,,"",0.19151263660382,"0.282195665274095",36.3874009547258,6024085.431,190,,"World"
"2000","adolescent_underweight","gender","Boys","G",,,"",0.254018486558452,"0.344160165526216",48.2635124461059,6101630.491,190,,"World"
"2000","adolescent_underweight","gender","Girls","G",,,"",0.189465681725103,"0.280415839811863",35.9984795277695,6101630.491,190,,"World"
"2001","adolescent_underweight","gender","Girls","G",,,"",0.187410931399029,"0.278562444536651",35.6080769658155,6179474.034,190,,"World"
"2001","adolescent_underweight","gender","Boys","G",,,"",0.25095392603734,"0.341299237734295",47.6812459470946,6179474.034,190,,"World"
"2002","adolescent_underweight","gender","Boys","G",,,"",0.247836112690465,"0.338295916725838",47.0888614111884,6257672.566,190,,"World"
"2002","adolescent_underweight","gender","Girls","G",,,"",0.185353779659179,"0.276627292874813",35.2172181352441,6257672.566,190,,"World"
"2003","adolescent_underweight","gender","Boys","G",,,"",0.244677640637445,"0.335158835858848",46.4887517211145,6336405.099,190,,"World"
"2003","adolescent_underweight","gender","Girls","G",,,"",0.183302302348175,"0.274631054227216",34.8274374461533,6336405.099,190,,"World"
"2004","adolescent_underweight","gender","Boys","G",,,"",0.24148691939731,"0.331888385313527",45.882514685489,6415834.743,190,,"World"
"2004","adolescent_underweight","gender","Girls","G",,,"",0.181270923264596,"0.272574554686619",34.4414754202732,6415834.743,190,,"World"
"2005","adolescent_underweight","gender","Boys","G",,,"",0.238263908127283,"0.328484836804458",45.2701425441838,6496073.433,190,,"World"
"2005","adolescent_underweight","gender","Girls","G",,,"",0.179258481213015,"0.270452747977538",34.0591114304728,6496073.433,190,,"World"
"2006","adolescent_underweight","gender","Boys","G",,,"",0.235026656476901,"0.324957498161793",44.6550647306111,6577192.123,190,,"World"
"2006","adolescent_underweight","gender","Girls","G",,,"",0.177270779032456,"0.268271084920532",33.6814480161666,6577192.123,190,,"World"
"2007","adolescent_underweight","gender","Boys","G",,,"",0.231771527423546,"0.321312407765419",44.0365902104737,6659180.068,190,,"World"
"2007","adolescent_underweight","gender","Girls","G",,,"",0.175316426783526,"0.266040435871484",33.31012108887,6659180.068,190,,"World"
"2008","adolescent_underweight","gender","Girls","G",,,"",0.173400423657618,"0.263783445519349",32.9460804949474,6741945.152,190,,"World"
"2008","adolescent_underweight","gender","Boys","G",,,"",0.228517305903833,"0.317598195175839",43.4182881217283,6741945.152,190,,"World"
"2009","adolescent_underweight","gender","Girls","G",,,"",0.171523787959458,"0.261507653257225",32.5895197122971,6825334.037,190,,"World"
"2009","adolescent_underweight","gender","Boys","G",,,"",0.225264848044586,"0.313812903268218",42.8003211284713,6825334.037,190,,"World"
"2010","adolescent_underweight","gender","Girls","G",,,"",0.169683626348893,"0.259216758282283",32.2398890062897,6909196.035,190,,"World"
"2010","adolescent_underweight","gender","Boys","G",,,"",0.22202045438483,"0.309970102793944",42.1838863331177,6909196.035,190,,"World"
"2011","adolescent_underweight","gender","Boys","G",,,"",0.218798303900948,"0.306094411319762",41.5716777411802,6993487.484,190,,"World"
"2011","adolescent_underweight","gender","Girls","G",,,"",0.167888039388008,"0.256918277368855",31.8987274837214,6993487.484,190,,"World"
"2012","adolescent_underweight","gender","Boys","G",,,"",0.21561309411596,"0.302202280112993",40.9664878820324,7078123.005,190,,"World"
"2012","adolescent_underweight","gender","Girls","G",,,"",0.166139940068065,"0.25462312386742",31.5665886129323,7078123.005,190,,"World"
"2013","adolescent_underweight","gender","Girls","G",,,"",0.164437031884336,"0.252336390553881",31.2430360580238,7162849.88,190,,"World"
"2013","adolescent_underweight","gender","Boys","G",,,"",0.212470185922091,"0.298304260850361",40.3693353251973,7162849.88,190,,"World"
"2014","adolescent_underweight","gender","Girls","G",,,"",0.162793358889098,"0.250073453797162",30.9307381889285,7247356.205,190,,"World"
"2014","adolescent_underweight","gender","Boys","G",,,"",0.209382316313677,"0.294417528906795",39.7826400995987,7247356.205,190,,"World"
"2015","adolescent_underweight","gender","Girls","G",,,"",0.161216973331137,"0.247842694954709",30.631224932916,7331388.69,190,,"World"
"2015","adolescent_underweight","gender","Boys","G",,,"",0.20636215867104,"0.290551648834531",39.2088101474976,7331388.69,190,,"World"
"2016","adolescent_underweight","gender","Boys","G",,,"",0.203409077167151,"0.286713410397361",38.6477246617588,7414816.18,190,,"World"
"2016","adolescent_underweight","gender","Girls","G",,,"",0.159709007231406,"0.245645995341251",30.3447113739671,7414816.18,190,,"World"
"1999","adult_diabetes","gender","Male","H",,,"",0.0724927745978836,"0.0651619241795758",13.701134399,5977061.551,189,,"World"
"1999","adult_diabetes","gender","Female","H",,,"",0.0744327971164021,"0.0657375410360011",14.067798655,5977061.551,189,,"World"
"2000","adult_diabetes","gender","Male","H",,,"",0.0740487570687831,"0.0668057990500975",13.995215086,6054244.179,189,,"World"
"2000","adult_diabetes","gender","Female","H",,,"",0.0757759228730159,"0.0668323461049703",14.321649423,6054244.179,189,,"World"
"2001","adult_diabetes","gender","Male","H",,,"",0.0756270076560847,"0.0684666496425495",14.293504447,6131761.246,189,,"World"
"2001","adult_diabetes","gender","Female","H",,,"",0.077134049973545,"0.067932824297771",14.578335445,6131761.246,189,,"World"
"2002","adult_diabetes","gender","Female","H",,,"",0.0785040147671958,"0.0690209134265305",14.837258791,6209667.78,189,,"World"
"2002","adult_diabetes","gender","Male","H",,,"",0.0772220888465608,"0.070128907614864",14.594974792,6209667.78,189,,"World"
"2003","adult_diabetes","gender","Female","H",,,"",0.0798727699153439,"0.0701083535892019",15.095953514,6288140.073,189,,"World"
"2003","adult_diabetes","gender","Male","H",,,"",0.0788265534074074,"0.0718016574728169",14.898218594,6288140.073,189,,"World"
"2004","adult_diabetes","gender","Male","H",,,"",0.0804404593597884,"0.0734936750361112",15.203246819,6367336.66,189,,"World"
"2004","adult_diabetes","gender","Female","H",,,"",0.0812501713809524,"0.07121271548562",15.356282391,6367336.66,189,,"World"
"2005","adult_diabetes","gender","Male","H",,,"",0.0820462752592593,"0.0751847350804005",15.506746024,6447364.936,189,,"World"
"2005","adult_diabetes","gender","Female","H",,,"",0.0826343737354497,"0.0723186818661548",15.617896636,6447364.936,189,,"World"
"2006","adult_diabetes","gender","Female","H",,,"",0.0840274219417989,"0.0734155186953451",15.881182747,6528296.278,189,,"World"
"2006","adult_diabetes","gender","Male","H",,,"",0.0836437131851852,"0.0768581342558518",15.808661792,6528296.278,189,,"World"
"2007","adult_diabetes","gender","Male","H",,,"",0.0852518971375661,"0.0785085610116277",16.112608559,6610117.639,189,,"World"
"2007","adult_diabetes","gender","Female","H",,,"",0.0854386782328042,"0.0745022500039756",16.147910186,6610117.639,189,,"World"
"2008","adult_diabetes","gender","Male","H",,,"",0.0868710840634921,"0.0801229308011008",16.418634888,6692726.167,189,,"World"
"2008","adult_diabetes","gender","Female","H",,,"",0.086873386042328,"0.0755692959326374",16.419069962,6692726.167,189,,"World"
"2009","adult_diabetes","gender","Male","H",,,"",0.0884476300846561,"0.0816894915093398",16.716602086,6775954.829,189,,"World"
"2009","adult_diabetes","gender","Female","H",,,"",0.0882946719312169,"0.0766091779966422",16.687692995,6775954.829,189,,"World"
"2010","adult_diabetes","gender","Male","H",,,"",0.0900450930952381,"0.083261086046345",17.018522595,6859643.18,189,,"World"
"2010","adult_diabetes","gender","Female","H",,,"",0.0897563342380952,"0.0776623778075772",16.963947171,6859643.18,189,,"World"
"2011","adult_diabetes","gender","Male","H",,,"",0.0916678476031746,"0.0848315202891293",17.325223197,6943742.825,189,,"World"
"2011","adult_diabetes","gender","Female","H",,,"",0.0912536516984127,"0.0787214611751156",17.246940171,6943742.825,189,,"World"
"2012","adult_diabetes","gender","Male","H",,,"",0.093342494962963,"0.0864291327497413",17.641731548,7028170.761,189,,"World"
"2012","adult_diabetes","gender","Female","H",,,"",0.0927956953703704,"0.0798170387870484",17.538386425,7028170.761,189,,"World"
"2013","adult_diabetes","gender","Male","H",,,"",0.0950663686984127,"0.0880463298154428",17.967543684,7112680.638,189,,"World"
"2013","adult_diabetes","gender","Female","H",,,"",0.0943910545079365,"0.0809378596722189",17.839909302,7112680.638,189,,"World"
"2014","adult_diabetes","gender","Male","H",,,"",0.0968587150846561,"0.0897004764742232",18.306297151,7196970.645,189,,"World"
"2014","adult_diabetes","gender","Female","H",,,"",0.0960551641216931,"0.0820972849510548",18.154426019,7196970.645,189,,"World"
"2010","social_protection_spending",,,"V",,,"",19.343137254902,"19.9215125793186",1973,4314846.329,102,,"World"
"2000","social_protection_spending",,,"V",,,"",14.9911504424779,"13.0152229203931",1694,5532184.484,113,,"World"
"2012","social_protection_spending",,,"V",,,"",21.4512195121951,"20.348309667394",1759,3837640.046,82,,"World"
"2010","education_spending",,,"V",,,"",12.9230769230769,"9.57446639311202",1344,5608853.76,104,,"World"
"2000","education_spending",,,"V",,,"",13.6206896551724,"11.4155010214226",1580,5592551.164,116,,"World"
"2012","education_spending",,,"V",,,"",12.9518072289157,"12.033911174729",1075,3901279.919,83,,"World"
"2010","health_spending",,,"V",,,"",9.19230769230769,"5.6328849395781",956,5608853.76,104,,"World"
"2000","health_spending",,,"V",,,"",7.5304347826087,"4.96226820796586",866,5589325.437,115,,"World"
"2012","health_spending",,,"V",,,"",9.60240963855422,"7.15433971734957",797,3901279.919,83,,"World"
"2010","agriculture_expenditure",,,"V",,,"",3.36448598130841,"5.33097262017728",360,5761115.717,107,,"World"
"2000","agriculture_expenditure",,,"V",,,"",3.62790697674419,"4.79558653827154",468,5730125.864,129,,"World"
"2012","agriculture_expenditure",,,"V",,,"",2.97701149425287,"5.09179581775972",259,3892748.316,87,,"World"
"2016","wasting_percent","income","Highest","C",,,"",4.850022418,"7.17945261228279",48.50022418,476148.113,10,,"World"
"2016","wasting_percent","income","Second lowest","C",,,"",6.589016303,"8.66502664233964",65.89016303,476148.113,10,,"World"
"2016","wasting_percent","location","Rural","C",,,"",6.24103686454546,"8.664181584862",68.65140551,487035.995,11,,"World"
"2016","wasting_percent","income","Lowest","C",,,"",7.817234511,"10.8207167505733",78.17234511,476148.113,10,,"World"
"2016","wasting_percent","income","Second highest","C",,,"",5.316294999,"7.5273185074886",53.16294999,476148.113,10,,"World"
"2016","wasting_percent","income","Middle","C",,,"",6.32680702,"8.40070411906141",63.2680702,476148.113,10,,"World"
"2016","wasting_percent","location","Urban","C",,,"",5.33625280363636,"8.13100338279465",58.69878084,487035.995,11,,"World"
"2000","wasting_percent","location","Urban","C",,,"",8.11599533333333,"7.8028623614032",292.175832,571703.103,36,,"World"
"2000","wasting_percent","location","Rural","C",,,"",8.9399932,"9.31359021152143",321.8397552,571703.103,36,,"World"
"2005","wasting_percent","income","Highest","C",,,"",5.32779017,"6.42091861591136",106.5558034,307898.962,20,,"World"
"2005","wasting_percent","location","Rural","C",,,"",6.46680975,"7.05952437300037",129.336195,307898.962,20,,"World"
"2005","wasting_percent","income","Second lowest","C",,,"",6.695891705,"7.49400618109275",133.9178341,307898.962,20,,"World"
"2005","wasting_percent","income","Second highest","C",,,"",5.567166895,"5.86905964984106",111.3433379,307898.962,20,,"World"
"2005","wasting_percent","income","Lowest","C",,,"",7.241401975,"8.3242230178475",144.8280395,307898.962,20,,"World"
"2005","wasting_percent","location","Urban","C",,,"",5.65076964,"6.30826015582806",113.0153928,307898.962,20,,"World"
"2005","wasting_percent","income","Middle","C",,,"",6.019896075,"6.93746967423389",120.3979215,307898.962,20,,"World"
"2009","wasting_percent","income","Lowest","C",,,"",7.86622542666667,"6.55541233589542",70.79602884,97044.485,9,,"World"
"2009","wasting_percent","income","Second lowest","C",,,"",7.14361707555556,"4.0852455102269",64.29255368,97044.485,9,,"World"
"2009","wasting_percent","location","Rural","C",,,"",7.06600237222222,"4.52379403138069",63.59402135,97044.485,9,,"World"
"2009","wasting_percent","income","Second highest","C",,,"",5.62193523555556,"3.41508245602845",50.59741712,97044.485,9,,"World"
"2009","wasting_percent","income","Middle","C",,,"",7.16922833444444,"3.95179425188256",64.52305501,97044.485,9,,"World"
"2009","wasting_percent","location","Urban","C",,,"",5.99300204111111,"3.70721676573876",53.93701837,97044.485,9,,"World"
"2009","wasting_percent","income","Highest","C",,,"",5.99541013222222,"2.96570260091888",53.95869119,97044.485,9,,"World"
"2010","wasting_percent","income","Middle","C",,,"",7.39784481333333,"7.76512379055198",177.54827552,387749.796,24,,"World"
"2010","wasting_percent","income","Lowest","C",,,"",8.65201188916667,"9.28403659035945",207.64828534,387749.796,24,,"World"
"2010","wasting_percent","income","Highest","C",,,"",6.202343385,"6.11166284071541",148.85624124,387749.796,24,,"World"
"2010","wasting_percent","location","Rural","C",,,"",7.68447623791667,"8.04160453232018",184.42742971,387749.796,24,,"World"
"2010","wasting_percent","income","Second highest","C",,,"",7.026989149625,"6.86429507800376",168.647739591,387749.796,24,,"World"
"2010","wasting_percent","income","Second lowest","C",,,"",7.8841776825,"8.1105263267956",189.22026438,387749.796,24,,"World"
"2010","wasting_percent","location","Urban","C",,,"",6.95110182125,"6.75919661670952",166.82644371,387749.796,24,,"World"
"2000","wasting_percent","income","Middle","C",,,"",8.55293773575758,"8.65605993720203",282.24694528,556328.368,33,,"World"
"2000","wasting_percent","income","Lowest","C",,,"",9.90156228787879,"10.714354584937",326.7515555,556328.368,33,,"World"
"2000","wasting_percent","income","Second highest","C",,,"",8.37519174181818,"8.70038955026584",276.38132748,556328.368,33,,"World"
"2000","wasting_percent","income","Second lowest","C",,,"",9.10187139393939,"9.39709754577596",300.361756,556328.368,33,,"World"
"2000","wasting_percent","income","Highest","C",,,"",7.01081735424242,"6.7717474617893",231.35697269,556328.368,33,,"World"
"2006","wasting_percent","income","Middle","C",,,"",9.28498716709677,"16.5184552858904",287.83460218,1537809.592,31,,"World"
"2006","wasting_percent","location","Urban","C",,,"",8.01506483529412,"14.5611432147",272.5122044,1580271.192,34,,"World"
"2006","wasting_percent","income","Second lowest","C",,,"",9.11132179354839,"18.9171436879297",282.4509756,1537809.592,31,,"World"
"2006","wasting_percent","location","Rural","C",,,"",9.7605083,"17.5870372131616",331.8572822,1580271.192,34,,"World"
"2006","wasting_percent","income","Second highest","C",,,"",8.01888640322581,"14.4931771809645",248.5854785,1537809.592,31,,"World"
"2006","wasting_percent","income","Lowest","C",,,"",9.65001934483871,"21.2538506010485",299.15059969,1537809.592,31,,"World"
"2006","wasting_percent","income","Highest","C",,,"",6.76827971677419,"11.4833038503923",209.81667122,1537809.592,31,,"World"
"2001","wasting_percent","income","Highest","C",,,"",7.10707552,"10.1817582840354",35.5353776,96026.856,5,,"World"
"2001","wasting_percent","location","Rural","C",,,"",12.151943,"16.8511179806705",60.759715,96026.856,5,,"World"
"2001","wasting_percent","income","Middle","C",,,"",12.08384616,"17.2912164042534",60.4192308,96026.856,5,,"World"
"2001","wasting_percent","income","Second highest","C",,,"",10.22042164,"15.2182427589712",51.1021082,96026.856,5,,"World"
"2001","wasting_percent","location","Urban","C",,,"",8.80853018,"12.5216184166152",44.0426509,96026.856,5,,"World"
"2001","wasting_percent","income","Lowest","C",,,"",12.5701487,"16.8016531661944",62.8507435,96026.856,5,,"World"
"2001","wasting_percent","income","Second lowest","C",,,"",13.10387156,"17.8161839509647",65.5193578,96026.856,5,,"World"
"2014","wasting_percent","income","Second highest","C",,,"",5.3755008625,"9.05740956660652",129.0120207,535455.581,24,,"World"
"2014","wasting_percent","location","Rural","C",,,"",5.888295204,"9.78598498081171",147.2073801,551358.693,25,,"World"
"2014","wasting_percent","income","Lowest","C",,,"",6.68367979625,"10.9438197033234",160.40831511,535455.581,24,,"World"
"2014","wasting_percent","income","Middle","C",,,"",5.4123421375,"9.10602710891073",129.8962113,535455.581,24,,"World"
"2014","wasting_percent","location","Urban","C",,,"",4.663326116,"8.05442905227478",116.5831529,551358.693,25,,"World"
"2014","wasting_percent","income","Highest","C",,,"",4.49507670833333,"7.76973764323552",107.881841,535455.581,24,,"World"
"2014","wasting_percent","income","Second lowest","C",,,"",6.25940350916667,"10.3862749176782",150.22568422,535455.581,24,,"World"
"1999","wasting_percent","location","Urban","C",,,"",5.7570178625,"5.77677991138562",46.0561429,120562.65,8,,"World"
"1999","wasting_percent","income","Second lowest","C",,,"",8.160647225,"7.71508865538535",65.2851778,120562.65,8,,"World"
"1999","wasting_percent","income","Highest","C",,,"",5.8048927875,"5.76211495190363",46.4391423,120562.65,8,,"World"
"1999","wasting_percent","location","Rural","C",,,"",7.94371525,"7.45751626905372",63.549722,120562.65,8,,"World"
"1999","wasting_percent","income","Middle","C",,,"",8.053538575,"7.53120807980547",64.4283086,120562.65,8,,"World"
"1999","wasting_percent","income","Second highest","C",,,"",6.0408667625,"5.52163926686686",48.3269341,120562.65,8,,"World"
"1999","wasting_percent","income","Lowest","C",,,"",8.3842575,"8.05147570006476",67.07406,120562.65,8,,"World"
"2003","wasting_percent","location","Rural","C",,,"",9.3216704625,"9.40134530332034",74.5733637,331557.685,8,,"World"
"2003","wasting_percent","income","Second highest","C",,,"",8.58447595,"8.70098066887321",68.6758076,331557.685,8,,"World"
"2003","wasting_percent","income","Second lowest","C",,,"",9.3558659125,"9.79920287968013",74.8469273,331557.685,8,,"World"
"2003","wasting_percent","income","Highest","C",,,"",6.5655186875,"6.87219301405048",52.5241495,331557.685,8,,"World"
"2003","wasting_percent","income","Middle","C",,,"",8.0634755875,"8.21414531247466",64.5078047,331557.685,8,,"World"
"2003","wasting_percent","location","Urban","C",,,"",7.1681987,"7.85715493260662",57.3455896,331557.685,8,,"World"
"2003","wasting_percent","income","Lowest","C",,,"",10.4530995875,"10.5258774345849",83.6247967,331557.685,8,,"World"
"2004","wasting_percent","income","Highest","C",,,"",7.13473603333333,"9.02676684299725",42.8084162,228929.317,6,,"World"
"2004","wasting_percent","location","Urban","C",,,"",8.28843319888889,"8.91053474035769",74.59589879,353894.61,9,,"World"
"2004","wasting_percent","income","Second lowest","C",,,"",9.27222506666667,"12.5025257030071",55.6333504,228929.317,6,,"World"
"2004","wasting_percent","income","Lowest","C",,,"",10.11039945,"14.0093044958388",60.6623967,228929.317,6,,"World"
"2004","wasting_percent","location","Rural","C",,,"",8.53305104444444,"9.22764944805959",76.7974594,353894.61,9,,"World"
"2004","wasting_percent","income","Middle","C",,,"",8.37732583333333,"12.0344666800846",50.263955,228929.317,6,,"World"
"2004","wasting_percent","income","Second highest","C",,,"",7.29124963333333,"9.48359767959501",43.7474978,228929.317,6,,"World"
"2007","wasting_percent","location","Urban","C",,,"",8.70920562222222,"12.0854326614867",78.3828506,383329.569,9,,"World"
"2007","wasting_percent","income","Second highest","C",,,"",7.98533168888889,"12.7466954241347",71.8679852,383329.569,9,,"World"
"2007","wasting_percent","income","Lowest","C",,,"",10.6304044444444,"16.3224501116864",95.67364,383329.569,9,,"World"
"2007","wasting_percent","income","Highest","C",,,"",7.29987713333333,"11.1155885728148",65.6988942,383329.569,9,,"World"
"2007","wasting_percent","income","Second lowest","C",,,"",10.8037783222222,"15.3404069017693",97.2340049,383329.569,9,,"World"
"2007","wasting_percent","income","Middle","C",,,"",9.35542975555556,"13.4608605296463",84.1988678,383329.569,9,,"World"
"2007","wasting_percent","location","Rural","C",,,"",9.6585519,"14.4391097472279",86.9269671,383329.569,9,,"World"
"2011","wasting_percent","income","Lowest","C",,,"",8.3471616775,"11.7012022804067",133.55458684,717310.179,16,,"World"
"2011","wasting_percent","income","Second lowest","C",,,"",7.5814597375,"10.5187192688343",121.3033558,717310.179,16,,"World"
"2011","wasting_percent","location","Urban","C",,,"",6.12101800823529,"8.15941349996391",104.05730614,721027.851,17,,"World"
"2011","wasting_percent","income","Middle","C",,,"",6.8930086025,"9.82188800953126",110.28813764,717310.179,16,,"World"
"2011","wasting_percent","income","Second highest","C",,,"",5.89660856875,"8.35559233702863",94.3457371,717310.179,16,,"World"
"2011","wasting_percent","income","Highest","C",,,"",5.099512075,"6.92471370803616",81.5921932,717310.179,16,,"World"
"2011","wasting_percent","location","Rural","C",,,"",8.17635341823529,"10.1236940483995",138.99800811,721027.851,17,,"World"
"2012","wasting_percent","income","Second lowest","C",,,"",6.155659341,"8.73391732256171",123.11318682,581561.359,20,,"World"
"2012","wasting_percent","location","Urban","C",,,"",5.55045162380952,"7.82759064113255",116.5594841,572592.701,21,,"World"
"2012","wasting_percent","income","Highest","C",,,"",5.2109537845,"6.5820277370593",104.21907569,581561.359,20,,"World"
"2012","wasting_percent","income","Second highest","C",,,"",5.7068561015,"7.27844788522712",114.13712203,581561.359,20,,"World"
"2012","wasting_percent","income","Middle","C",,,"",5.7282634405,"8.24305582296245",114.56526881,581561.359,20,,"World"
"2012","wasting_percent","location","Rural","C",,,"",5.85481769428571,"8.67578529429587",122.95117158,572592.701,21,,"World"
"2012","wasting_percent","income","Lowest","C",,,"",7.540709938,"11.4932405512033",150.81419876,581561.359,20,,"World"
"2008","wasting_percent","income","Lowest","C",,,"",8.733990275,"13.264678480667",69.8719222,322020.789,8,,"World"
"2008","wasting_percent","location","Rural","C",,,"",7.85574290375,"10.5257292597369",62.84594323,322020.789,8,,"World"
