region,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
World,396.16,412.95,420.08,426.31,452.96,479.03,483.2,495.25,503.42,509.58,517.32,531.73,541.38,552.61,559.46,567.86,579.24,592.23,598.21
